label,seed,step,mean_skill,peak_skill
BROAD,2,50,0.3237523152412051,0.4972572259753757
BROAD,2,100,0.3333668688615064,0.4843417705825754
BROAD,2,150,0.3484540790771955,0.5014002841830278
BROAD,2,200,0.3559289862624963,0.49343559669028925
BROAD,2,250,0.36160158358950867,0.5013618109159808
BROAD,2,300,0.36287102760794326,0.4963662680986265
BROAD,3,0,0.32710520243750735,0.5296071935840555
BROAD,3,50,0.33769383550194026,0.5174377418958607
BROAD,3,100,0.34666166056143133,0.5107992204920682
BROAD,3,150,0.35996997596692515,0.5106946892117012
BROAD,3,200,0.36418340469940347,0.5218777045789683
BROAD,3,250,0.368543711567643,0.5139577759058952
BROAD,3,300,0.3726011864793887,0.5146594604814028
BROAD,4,0,0.3289168226737362,0.5408904849963955
BROAD,4,50,0.3377627758324881,0.546532853522249
BROAD,4,100,0.35153983255930304,0.5377738639246
BROAD,4,150,0.36343832683541893,0.5234781636568573
BROAD,4,200,0.366496271857692,0.5015810941976228
BROAD,4,250,0.37153226790805843,0.5052508467093264
BROAD,4,300,0.3739152665888802,0.5117878082949868
BROAD,5,0,0.31796130513265586,0.4828955386469251
BROAD,5,50,0.32459142249397166,0.4844397276049428
BROAD,5,100,0.3367979430341844,0.48723297394251475
BROAD,5,150,0.344906540588722,0.48760834381431795
BROAD,5,200,0.34244865454741524,0.4719876094982126
BROAD,5,250,0.3423890284315984,0.46714643187913607
BROAD,5,300,0.34426158341799185,0.4751314065680463
BROAD,6,0,0.3138439430587293,0.5086284715350962
BROAD,6,50,0.3201082240819106,0.5074509844743325
BROAD,6,100,0.33307887086809373,0.5169047209028463
BROAD,6,150,0.34372613047095946,0.5192495456524844
BROAD,6,200,0.3525795626603317,0.5167768472241758
BROAD,6,250,0.35723714375465115,0.5212843715270509
BROAD,6,300,0.3562808163171004,0.5116553292343786
BROAD,7,0,0.3221938545328824,0.5019735488945639
BROAD,7,50,0.33085409783359504,0.5021264340546335
BROAD,7,100,0.34336438386155854,0.5046936897803429
BROAD,7,150,0.35381738301667964,0.49718322483694233
BROAD,7,200,0.35877255673987885,0.49557306263436307
BROAD,7,250,0.36281135183307833,0.4955320483880355
BROAD,7,300,0.3667396399198697,0.5008419152356275
BROAD,8,0,0.3146488844731273,0.5178998125627894
BROAD,8,50,0.3218942382442765,0.5234157825179543
BROAD,8,100,0.3358042981129188,0.5300510561332612
BROAD,8,150,0.3518692026164016,0.5381785856496996
BROAD,8,200,0.35550021015083544,0.523417686999738
BROAD,8,250,0.35734135486268076,0.5223086417356541
BROAD,8,300,0.36329228638016015,0.5211465802194667
BROAD,9,0,0.3247340442096837,0.4968834253512644
BROAD,9,50,0.3340508604842324,0.5073794226286455
BROAD,9,100,0.3423212241731328,0.5014798386173728
BROAD,9,150,0.35040037936589213,0.5033164461922275
BROAD,9,200,0.3568010189860823,0.4975626559295992
BROAD,9,250,0.36246050553732806,0.49984536200247703
BROAD,9,300,0.3650437514511143,0.49520322533074224
BROAD,10,0,0.3164191298083577,0.47416714427130396
BROAD,10,50,0.3174024156637947,0.46821232092267623
BROAD,10,100,0.3224741784587163,0.4649720487162914
